date,category,supplier,warehouse,order_status,units_sold,inventory_level,transportation_cost,order_accuracy,lead_time,backorder,cost_of_goods_sold,average_inventory,warehouse_capacity,sku,defect_rate,route,transportation_mode,manufacturing_cost,location,revenue_generated,cost,shipping_cost
20-08-2024,Clothing,Supplier A,Warehouse 3,Pending,449,4285,2040.855619,TRUE,18,FALSE,58558.66309,3549,9469,SKU36,3.805533379,Route C,Sea,45.53136424,Delhi,6466.87,4825.31,121.73
19-08-2024,Furniture,Supplier C,Warehouse 2,Pending,172,2813,11710.93153,TRUE,1,FALSE,12421.25652,2135,7884,SKU50,4.754800805,Route B,Sea,45.17875792,Delhi,965.27,704.71,50.84
18-08-2024,Clothing,Supplier A,Warehouse 3,Fulfilled,926,1457,14685.79671,TRUE,3,FALSE,110317.8901,2430.5,7109,SKU67,0.131955444,Route C,Sea,7.057876147,Mumbai,956.6,396.48,32.03
17-08-2024,Accessories,Supplier B,Warehouse 3,Pending,529,3404,8582.894024,TRUE,27,FALSE,39211.61302,3323,8288,SKU4,3.145579523,Route A,Air,92.0651606,Delhi,3106.13,2039.15,230.85
16-08-2024,Furniture,Supplier B,Warehouse 2,Fulfilled,712,3242,8152.549947,TRUE,6,FALSE,118364.3837,3792.5,5591,SKU69,1.362387989,Route A,Sea,77.62776581,Kolkata,3877.42,1820.17,241.77
15-08-2024,Furniture,Supplier B,Warehouse 3,Fulfilled,244,4343,9266.324599,TRUE,11,FALSE,7498.753031,3824,7565,SKU37,2.610288085,Route A,Sea,34.34327747,Kolkata,2830.19,2330.62,109.11
14-08-2024,Clothing,Supplier B,Warehouse 1,Fulfilled,343,3305,13671.03455,TRUE,16,FALSE,66987.21334,3993.5,5350,SKU87,3.693737788,Route B,Sea,28.69699682,Chennai,335.09,159.27,20.51
13-08-2024,Electronics,Supplier B,Warehouse 2,Fulfilled,579,4682,13807.70346,TRUE,24,FALSE,93554.13015,4005,5526,SKU9,3.844614479,Route B,Rail,47.95760163,Chennai,3096.52,2111.79,242.01
12-08-2024,Clothing,Supplier D,Warehouse 3,Fulfilled,197,3328,11027.88923,TRUE,29,FALSE,18921.09649,2958.5,7155,SKU90,1.219382224,Route B,Rail,85.67596334,Bangalore,642.71,351.44,25.43
11-08-2024,Electronics,Supplier C,Warehouse 2,Pending,213,2589,14050.83356,TRUE,13,FALSE,13990.60162,1416,6398,SKU58,1.73037472,Route B,Rail,65.04741509,Delhi,2287.64,1575.5,121.68
10-08-2024,Accessories,Supplier C,Warehouse 2,Canceled,990,243,9024.583711,TRUE,24,FALSE,162451.7952,1427,6658,SKU33,3.541046012,Route A,Road,23.85342751,Chennai,435.4,254.93,32.18
09-08-2024,Accessories,Supplier B,Warehouse 2,Fulfilled,978,2611,8535.72094,TRUE,8,FALSE,93982.45512,1931.5,7375,SKU12,2.161253748,Route B,Road,32.32128621,Kolkata,2825.17,2095.82,66.82
08-08-2024,Accessories,Supplier B,Warehouse 1,Fulfilled,145,1252,1303.77834,FALSE,16,FALSE,23523.3427,1282,6930,SKU6,1.000910619,Route A,Road,1.08506857,Kolkata,807.06,406.6,57.7
07-08-2024,Furniture,Supplier D,Warehouse 1,Fulfilled,778,1312,5409.862822,FALSE,22,FALSE,26810.37479,2957.5,6751,SKU3,4.746648621,Route A,Rail,35.6247414,Kolkata,501.38,404.92,6.17
06-08-2024,Clothing,Supplier C,Warehouse 3,Canceled,489,4603,12179.2611,FALSE,17,FALSE,58604.13821,3526,9848,SKU14,0.100682852,Route B,Rail,5.79143663,Kolkata,3691.62,2307.61,197.99
05-08-2024,Accessories,Supplier A,Warehouse 2,Canceled,405,2449,5444.01517,TRUE,26,FALSE,39236.06843,1809,5050,SKU42,4.939255289,Route A,Road,96.42282064,Bangalore,2302.26,1704.23,146.68
04-08-2024,Accessories,Supplier D,Warehouse 3,Fulfilled,897,1169,12054.49277,TRUE,18,FALSE,169762.7434,2485,9804,SKU73,4.620546065,Route A,Air,46.8702388,Chennai,978.5,765.56,50
03-08-2024,Clothing,Supplier A,Warehouse 2,Pending,688,3801,8973.740863,TRUE,5,TRUE,61979.33441,3842,5951,SKU25,3.797231217,Route B,Road,78.28038312,Kolkata,7716.98,6555.37,325.39
02-08-2024,Accessories,Supplier A,Warehouse 3,Pending,255,3883,8174.377998,FALSE,18,FALSE,13949.64828,3704.5,5941,SKU43,0.372304768,Route A,Air,26.27736596,Mumbai,1163.69,582.75,59.7
01-08-2024,Accessories,Supplier A,Warehouse 3,Fulfilled,71,3526,5701.541783,TRUE,17,FALSE,13084.31891,2145.5,9600,SKU15,2.264405761,Route B,Rail,97.12128175,Bangalore,1867.04,987.85,30.57
31-07-2024,Furniture,Supplier A,Warehouse 2,Fulfilled,469,765,5741.563672,TRUE,6,FALSE,34498.89759,2763.5,9754,SKU68,1.983467872,Route A,Road,97.11358156,Bangalore,2365.9,1212.98,50.08
30-07-2024,Clothing,Supplier D,Warehouse 1,Fulfilled,734,4762,7380.893077,TRUE,28,FALSE,69825.18731,2752,7179,SKU53,1.410347576,Route B,Sea,83.34405899,Delhi,972.95,504.27,24.56
29-07-2024,Accessories,Supplier C,Warehouse 2,Fulfilled,85,742,3279.234123,TRUE,10,FALSE,11573.38963,1860,5706,SKU39,1.451972204,Route B,Air,9.005807429,Kolkata,2896.15,1917.54,144.32
28-07-2024,Furniture,Supplier A,Warehouse 2,Fulfilled,503,2978,1644.482898,TRUE,28,FALSE,10453.3119,3422.5,9639,SKU11,0.021169821,Route A,Road,27.59236309,Kolkata,1060.56,898.38,40.45
27-07-2024,Accessories,Supplier C,Warehouse 2,Fulfilled,199,3867,8929.154786,TRUE,26,FALSE,5647.11729,4119.5,5082,SKU16,1.012563089,Route A,Rail,77.1063425,Bangalore,1197.94,1013.01,27.95
26-07-2024,Electronics,Supplier C,Warehouse 2,Fulfilled,381,4372,12871.04928,TRUE,29,FALSE,7865.348009,4420,8978,SKU11,0.021169821,Route A,Sea,27.59236309,Kolkata,7063.12,4499.55,502.97
25-07-2024,Furniture,Supplier B,Warehouse 3,Fulfilled,363,4468,7072.378181,TRUE,29,FALSE,53877.60371,2677,9221,SKU94,1.463607498,Route B,Air,60.38737861,Delhi,638.69,439.14,21.1
24-07-2024,Furniture,Supplier D,Warehouse 3,Fulfilled,177,886,2196.254173,TRUE,17,FALSE,6013.351864,1921.5,8187,SKU2,4.580592619,Route C,Air,30.68801935,Mumbai,161.94,127.44,6.23
23-07-2024,Electronics,Supplier A,Warehouse 3,Pending,723,2957,7043.635069,TRUE,7,FALSE,62349.57795,3129.5,7209,SKU81,2.547547122,Route B,Road,19.78959294,Delhi,9053.77,7422.47,323.47
22-07-2024,Furniture,Supplier C,Warehouse 3,Pending,959,3302,4692.482417,TRUE,24,FALSE,67386.7723,2559,9596,SKU20,4.231416574,Route B,Road,65.68625961,Chennai,23140.23,11378.91,431.47
21-07-2024,Electronics,Supplier A,Warehouse 3,Fulfilled,777,1816,1145.38107,TRUE,1,FALSE,128278.6517,3051.5,8647,SKU73,4.620546065,Route A,Road,46.8702388,Chennai,1205.6,768.98,72.18
20-07-2024,Clothing,Supplier A,Warehouse 2,Fulfilled,707,4287,6559.317951,FALSE,12,FALSE,108119.4703,2270,6768,SKU58,1.73037472,Route B,Road,65.04741509,Delhi,260.65,201.94,10.07
19-07-2024,Accessories,Supplier C,Warehouse 1,Fulfilled,918,253,6084.038783,TRUE,24,FALSE,59833.00687,765,8977,SKU13,1.63107423,Route B,Sea,97.82905011,Bangalore,1325.46,711.03,8.24
18-07-2024,Electronics,Supplier B,Warehouse 3,Fulfilled,895,1277,12132.6131,TRUE,10,FALSE,42767.68113,3100.5,6139,SKU18,2.231939111,Route A,Road,27.10798085,Kolkata,1358.01,811.97,104.98
17-07-2024,Furniture,Supplier B,Warehouse 2,Fulfilled,671,4924,11565.67584,TRUE,21,FALSE,79146.32059,3964.5,8566,SKU79,0.165871627,Route C,Road,57.87090292,Bangalore,1495.29,1261.32,98.96
16-07-2024,Furniture,Supplier D,Warehouse 3,Fulfilled,955,3005,5140.82254,TRUE,29,FALSE,153613.8142,3865.5,7607,SKU88,0.722204402,Route A,Rail,68.18491906,Mumbai,593.84,500.77,35.2
15-07-2024,Furniture,Supplier A,Warehouse 1,Fulfilled,966,4726,4475.378546,TRUE,19,FALSE,162059.7672,3560,8877,SKU7,0.398177187,Route C,Air,99.4661086,Bangalore,3227.82,2607.26,226.53
14-07-2024,Accessories,Supplier C,Warehouse 3,Fulfilled,329,2394,1901.28847,TRUE,11,FALSE,27545.04296,1745,6849,SKU1,4.854068026,Route B,Road,33.61676895,Mumbai,3054.92,2319.6,223.04
13-07-2024,Furniture,Supplier A,Warehouse 1,Pending,920,1096,10602.94482,TRUE,25,FALSE,113958.1323,675,8236,SKU29,3.878098937,Route B,Air,39.29287559,Kolkata,405.69,211.41,12.3
12-07-2024,Furniture,Supplier C,Warehouse 3,Fulfilled,174,254,13591.58634,TRUE,23,FALSE,31139.29982,1815,6561,SKU78,4.096881332,Route C,Road,71.12651472,Mumbai,3638.03,1980.48,184.89
11-07-2024,Electronics,Supplier C,Warehouse 1,Canceled,389,3376,14432.02655,TRUE,15,TRUE,53822.93277,4065,7785,SKU51,1.772951172,Route A,Rail,14.19032834,Bangalore,14082.46,9101.17,713.43
10-07-2024,Electronics,Supplier A,Warehouse 2,Fulfilled,205,4754,9434.652996,TRUE,25,FALSE,6289.580717,2794,6566,SKU96,3.872047681,Route A,Sea,17.80375633,Mumbai,2147.29,1400.78,53.78
09-07-2024,Accessories,Supplier A,Warehouse 2,Fulfilled,662,834,730.8438753,TRUE,24,TRUE,92812.3343,545,9189,SKU59,0.447194015,Route A,Road,1.900762244,Kolkata,1290.36,809.67,27.93
08-07-2024,Electronics,Supplier B,Warehouse 1,Fulfilled,573,256,1977.430433,TRUE,21,FALSE,110012.0962,1930,8241,SKU42,4.939255289,Route A,Road,96.42282064,Bangalore,1568.69,1076.91,21.24
07-07-2024,Furniture,Supplier B,Warehouse 1,Fulfilled,576,3604,6988.791901,TRUE,11,FALSE,28526.70624,3394.5,9962,SKU28,0.815757079,Route A,Air,59.42938181,Mumbai,3345.12,1952.7,182.14
06-07-2024,Clothing,Supplier B,Warehouse 1,Fulfilled,334,3185,1646.602304,TRUE,19,FALSE,49558.72659,2702.5,8323,SKU79,0.165871627,Route C,Rail,57.87090292,Bangalore,320.32,236.12,20.36
05-07-2024,Accessories,Supplier C,Warehouse 3,Fulfilled,243,2220,11586.23982,TRUE,1,FALSE,48225.22219,1936,9833,SKU98,2.908122169,Route A,Road,5.604690864,Chennai,2131.09,1172.31,132.28
04-07-2024,Accessories,Supplier B,Warehouse 1,Fulfilled,127,1652,13804.40097,FALSE,8,FALSE,17792.49585,1154,6349,SKU49,2.825813985,Route A,Sea,14.14781544,Delhi,1223.58,671.51,35.14
03-07-2024,Furniture,Supplier D,Warehouse 3,Pending,618,656,14464.8649,TRUE,1,FALSE,95659.56705,1452,8404,SKU78,4.096881332,Route C,Air,71.12651472,Mumbai,11473.84,5246.43,234
02-07-2024,Furniture,Supplier B,Warehouse 3,Fulfilled,720,2248,509.0989911,TRUE,6,FALSE,73480.29842,3071.5,9802,SKU68,1.983467872,Route A,Sea,97.11358156,Bangalore,1519.03,736.61,59.27
01-07-2024,Electronics,Supplier B,Warehouse 2,Canceled,435,3895,4804.987277,FALSE,25,FALSE,86766.8073,2245,8226,SKU38,0.613326899,Route B,Road,5.930693646,Mumbai,9584.36,7502.01,440.99
30-06-2024,Accessories,Supplier A,Warehouse 3,Fulfilled,972,595,4279.789787,TRUE,28,FALSE,121790.1564,1508,5524,SKU27,2.864667838,Route B,Rail,10.52824507,Mumbai,599.6,360.25,44.33
29-06-2024,Clothing,Supplier B,Warehouse 1,Fulfilled,457,2421,12317.72209,TRUE,23,FALSE,74981.79755,1716.5,9116,SKU26,2.119319737,Route A,Road,15.97222976,Bangalore,3252.76,1634.64,229.68
28-06-2024,Clothing,Supplier D,Warehouse 2,Fulfilled,725,1012,10204.35404,TRUE,23,TRUE,93286.33664,848.5,6194,SKU86,2.051512931,Route A,Road,74.60897,Mumbai,2488.41,1845.66,183.41
27-06-2024,Furniture,Supplier C,Warehouse 3,Pending,685,685,8052.791587,TRUE,19,FALSE,19688.26832,468,9268,SKU23,1.342291563,Route A,Sea,98.60995724,Kolkata,758.2,492.3,52.14
26-06-2024,Clothing,Supplier A,Warehouse 3,Fulfilled,484,251,13063.54042,TRUE,8,FALSE,60581.44576,637.5,5560,SKU16,1.012563089,Route A,Road,77.1063425,Bangalore,2158.99,884.15,166.98
25-06-2024,Clothing,Supplier C,Warehouse 3,Fulfilled,370,1024,11157.87916,TRUE,26,FALSE,10145.12186,2957,6933,SKU25,3.797231217,Route B,Air,78.28038312,Kolkata,6078.53,3296.77,242.61
24-06-2024,Accessories,Supplier A,Warehouse 3,Fulfilled,627,4890,3494.748858,TRUE,18,FALSE,68605.47497,3849,7655,SKU21,0.018607568,Route C,Air,61.73572895,Chennai,1307.94,627.35,11.2
23-06-2024,Furniture,Supplier A,Warehouse 1,Pending,109,2808,14049.09314,TRUE,28,FALSE,16287.43411,2136,9665,SKU4,3.145579523,Route A,Road,92.0651606,Delhi,332.96,231.46,3.75
22-06-2024,Furniture,Supplier A,Warehouse 1,Fulfilled,88,1464,9523.393197,TRUE,4,FALSE,14100.84806,1651,5092,SKU47,0.380573587,Route A,Rail,19.71299291,Kolkata,1776.57,930.5,60.88
21-06-2024,Furniture,Supplier A,Warehouse 2,Pending,837,1838,2232.008817,FALSE,1,FALSE,108880.1223,2469.5,5071,SKU66,3.448063288,Route A,Air,42.08443674,Kolkata,733.32,314.76,17.84
20-06-2024,Electronics,Supplier D,Warehouse 3,Fulfilled,737,3101,954.4686985,FALSE,27,FALSE,122611.6022,3732,6220,SKU38,0.613326899,Route B,Rail,5.930693646,Mumbai,1283.9,545.3,22.78
19-06-2024,Accessories,Supplier A,Warehouse 3,Fulfilled,787,4363,4360.356772,TRUE,29,FALSE,66783.09237,2790,8658,SKU8,2.709862691,Route B,Road,11.42302714,Mumbai,1666.39,1102.78,127.46
18-06-2024,Electronics,Supplier A,Warehouse 3,Fulfilled,554,1217,8981.497963,TRUE,3,FALSE,16464.80942,1866,8977,SKU19,3.646450865,Route C,Air,82.37332059,Chennai,328.44,134.59,6.46
17-06-2024,Accessories,Supplier A,Warehouse 2,Fulfilled,913,2515,11556.74355,TRUE,19,FALSE,169670.2164,3413.5,9605,SKU59,0.447194015,Route A,Sea,1.900762244,Kolkata,359.37,281.01,27.65
16-06-2024,Furniture,Supplier A,Warehouse 2,Canceled,571,4312,9824.384406,TRUE,23,FALSE,109510.083,3647.5,8006,SKU40,4.213269431,Route A,Air,88.1794071,Kolkata,2927.98,1375.94,181.72
15-06-2024,Furniture,Supplier C,Warehouse 1,Fulfilled,250,2983,1714.969102,TRUE,22,FALSE,8979.69143,3401.5,7543,SKU59,0.447194015,Route A,Road,1.900762244,Kolkata,1072,721.41,56.89
14-06-2024,Clothing,Supplier B,Warehouse 1,Fulfilled,907,3820,9312.78736,FALSE,7,FALSE,169352.7466,2630.5,5926,SKU95,1.21088213,Route A,Road,58.89068577,Mumbai,139.11,83.48,7.75
13-06-2024,Clothing,Supplier D,Warehouse 3,Fulfilled,637,1441,3589.012138,TRUE,15,FALSE,94545.02095,1792,6908,SKU45,3.219604612,Route A,Rail,66.31254444,Chennai,3963.35,2375.17,118.35
12-06-2024,Clothing,Supplier B,Warehouse 3,Pending,122,2143,12969.14036,TRUE,17,FALSE,13737.97294,1565.5,7267,SKU36,3.805533379,Route C,Rail,45.53136424,Delhi,2374.09,1026.34,126.97
11-06-2024,Electronics,Supplier B,Warehouse 3,Pending,473,988,8279.621322,TRUE,9,FALSE,35363.53096,2144.5,6883,SKU7,0.398177187,Route C,Air,99.4661086,Bangalore,885.48,674.06,16.83
10-06-2024,Accessories,Supplier D,Warehouse 2,Fulfilled,61,3301,12378.89608,TRUE,17,FALSE,4196.271632,2838.5,7427,SKU92,0.333431825,Route B,Road,62.6126904,Mumbai,484.53,388.53,36.5
09-06-2024,Clothing,Supplier B,Warehouse 3,Fulfilled,371,2376,5189.921399,TRUE,25,FALSE,21648.1836,3649.5,5711,SKU78,4.096881332,Route C,Rail,71.12651472,Mumbai,4170.57,1688.9,115.25
08-06-2024,Clothing,Supplier B,Warehouse 1,Fulfilled,650,4923,3547.783546,TRUE,2,FALSE,34559.01391,4863.5,7720,SKU41,0.045302262,Route A,Rail,95.33206455,Chennai,2564.07,1231.71,61.89
07-06-2024,Clothing,Supplier A,Warehouse 1,Canceled,523,4804,11600.37886,TRUE,19,FALSE,94670.41752,4682.5,8147,SKU7,0.398177187,Route C,Air,99.4661086,Bangalore,19586.63,15801.65,1142.63
06-06-2024,Furniture,Supplier A,Warehouse 2,Pending,209,4561,2320.940489,TRUE,21,FALSE,13044.92876,2502,8099,SKU86,2.051512931,Route A,Sea,74.60897,Mumbai,2752.29,1781.48,149.27
05-06-2024,Furniture,Supplier D,Warehouse 3,Pending,211,443,10176.31182,TRUE,27,FALSE,29524.9398,2533.5,8944,SKU42,4.939255289,Route A,Road,96.42282064,Bangalore,2664.32,1245.62,103.5
04-06-2024,Clothing,Supplier A,Warehouse 1,Pending,385,4624,12363.11093,TRUE,16,FALSE,71624.78784,4430,9805,SKU58,1.73037472,Route B,Sea,65.04741509,Delhi,1530.08,751.66,80.23
03-06-2024,Electronics,Supplier B,Warehouse 3,Canceled,602,4236,10848.74075,TRUE,14,FALSE,97970.36412,3786.5,6110,SKU64,0.159486315,Route C,Rail,8.693042426,Delhi,4091.95,2852.06,69.41
02-06-2024,Clothing,Supplier D,Warehouse 2,Fulfilled,332,3337,13596.26502,TRUE,11,FALSE,61986.28376,3312.5,5359,SKU82,4.137877049,Route C,Air,4.465278435,Mumbai,3378.16,2453.11,187.49
01-06-2024,Furniture,Supplier C,Warehouse 2,Fulfilled,412,3288,14323.0874,TRUE,6,FALSE,32152.54272,3955,9754,SKU96,3.872047681,Route A,Air,17.80375633,Mumbai,6321.58,4233.83,159.91
31-05-2024,Accessories,Supplier C,Warehouse 3,Fulfilled,803,4622,5454.28132,FALSE,4,FALSE,150687.7639,3472.5,6387,SKU59,0.447194015,Route A,Sea,1.900762244,Kolkata,1073.5,889.84,27.33
30-05-2024,Accessories,Supplier A,Warehouse 3,Pending,517,2323,9190.699513,TRUE,2,FALSE,88421.91558,3309.5,6048,SKU41,0.045302262,Route A,Road,95.33206455,Chennai,1169.81,728,20.08
29-05-2024,Clothing,Supplier A,Warehouse 1,Fulfilled,234,4296,1217.933131,TRUE,10,FALSE,8859.521103,3490,8875,SKU79,0.165871627,Route C,Road,57.87090292,Bangalore,1119.79,599.22,33.51
28-05-2024,Electronics,Supplier D,Warehouse 2,Fulfilled,583,2684,708.4078008,TRUE,3,FALSE,90371.43536,2452.5,9695,SKU64,0.159486315,Route C,Road,8.693042426,Delhi,3987.03,2451.05,118.99
27-05-2024,Electronics,Supplier B,Warehouse 3,Fulfilled,286,2221,10669.77162,TRUE,20,FALSE,12400.15978,1656.5,5823,SKU51,1.772951172,Route A,Air,14.19032834,Bangalore,8089.92,4545.32,316.02
26-05-2024,Electronics,Supplier A,Warehouse 1,Fulfilled,769,1092,4237.788079,TRUE,19,FALSE,85964.85601,1843,9165,SKU39,1.451972204,Route B,Road,9.005807429,Kolkata,1142.71,572.48,22.03
25-05-2024,Electronics,Supplier D,Warehouse 1,Fulfilled,295,2594,7788.136677,TRUE,24,FALSE,44460.27137,3183,7008,SKU23,1.342291563,Route A,Road,98.60995724,Kolkata,1182.31,497.38,23.03
24-05-2024,Clothing,Supplier C,Warehouse 2,Fulfilled,470,3772,8278.820672,TRUE,16,FALSE,37860.33229,2966,5006,SKU27,2.864667838,Route B,Road,10.52824507,Mumbai,2475.2,1382.39,112.94
23-05-2024,Accessories,Supplier D,Warehouse 2,Fulfilled,352,2160,14751.47171,TRUE,27,FALSE,39102.45808,3497,5948,SKU9,3.844614479,Route B,Sea,47.95760163,Chennai,1414.09,1018.33,20.74
22-05-2024,Clothing,Supplier A,Warehouse 1,Pending,603,4834,6295.04103,FALSE,8,FALSE,41768.47441,2531.5,5316,SKU2,4.580592619,Route C,Sea,30.68801935,Mumbai,4684.68,1912.74,265.47
21-05-2024,Furniture,Supplier D,Warehouse 2,Pending,423,229,4466.359421,TRUE,4,FALSE,36247.84027,897,8821,SKU34,0.646604559,Route B,Air,10.75427282,Chennai,190.23,113.69,14.42
20-05-2024,Accessories,Supplier C,Warehouse 2,Fulfilled,410,1565,14491.46472,TRUE,29,FALSE,9448.795148,3129,9948,SKU67,0.131955444,Route C,Road,7.057876147,Mumbai,791,545.63,29.27
19-05-2024,Furniture,Supplier D,Warehouse 3,Fulfilled,894,4693,5966.611823,TRUE,18,FALSE,85317.49801,3513.5,6652,SKU19,3.646450865,Route C,Road,82.37332059,Chennai,826.82,557.84,60.01
18-05-2024,Furniture,Supplier B,Warehouse 2,Pending,786,2334,8727.926516,TRUE,19,FALSE,64820.21323,2999.5,9887,SKU9,3.844614479,Route B,Sea,47.95760163,Chennai,177.62,133.12,3
17-05-2024,Furniture,Supplier A,Warehouse 2,Fulfilled,857,3665,3151.949269,FALSE,27,FALSE,30074.04046,3834,8103,SKU74,0.396612724,Route A,Rail,80.58085216,Delhi,689.77,527.49,5.67
16-05-2024,Clothing,Supplier B,Warehouse 1,Fulfilled,347,4003,14142.70588,TRUE,25,FALSE,67444.46798,2193,9666,SKU18,2.231939111,Route A,Rail,27.10798085,Kolkata,724.04,521.5,42.79
15-05-2024,Electronics,Supplier B,Warehouse 1,Fulfilled,493,383,2643.860349,TRUE,15,TRUE,49947.56321,574.5,6755,SKU71,2.078750608,Route A,Road,30.66167748,Bangalore,1478.67,659.87,91.79
14-05-2024,Accessories,Supplier B,Warehouse 3,Fulfilled,827,766,14539.02819,TRUE,27,FALSE,112952.0604,2767.5,8987,SKU41,0.045302262,Route A,Rail,95.33206455,Chennai,5502.54,3377.24,375.44
13-05-2024,Electronics,Supplier B,Warehouse 2,Fulfilled,430,4769,8359.39251,TRUE,24,FALSE,54198.9254,4233.5,6164,SKU49,2.825813985,Route A,Road,14.14781544,Delhi,1415.08,950.27,13.11
12-05-2024,Furniture,Supplier C,Warehouse 3,Pending,145,3698,3647.996827,TRUE,27,FALSE,12890.93144,3199,5554,SKU53,1.410347576,Route B,Sea,83.34405899,Delhi,644.96,329.25,40.81
11-05-2024,Electronics,Supplier B,Warehouse 1,Fulfilled,842,2700,12298.79893,FALSE,6,TRUE,74376.85428,1759.5,7264,SKU32,1.946036119,Route A,Road,29.69246715,Kolkata,1707.94,715.88,56.77
10-05-2024,Accessories,Supplier C,Warehouse 3,Fulfilled,845,819,3626.341596,TRUE,26,FALSE,80133.17917,2535,9158,SKU64,0.159486315,Route C,Sea,8.693042426,Delhi,5162.49,2584.42,143.26
09-05-2024,Electronics,Supplier C,Warehouse 2,Fulfilled,727,4251,5451.306396,TRUE,5,FALSE,94002.04587,4214.5,7182,SKU89,1.907665734,Route B,Road,46.60387338,Kolkata,681.33,412,12.25
08-05-2024,Furniture,Supplier A,Warehouse 2,Canceled,645,4178,10493.13045,TRUE,17,FALSE,90932.48882,3199.5,6589,SKU87,3.693737788,Route B,Sea,28.69699682,Chennai,727.36,426.43,57.97
07-05-2024,Accessories,Supplier B,Warehouse 2,Pending,79,2221,10249.04988,TRUE,6,FALSE,8305.789555,2744.5,9163,SKU84,4.843456577,Route B,Rail,33.80863651,Chennai,3160.7,1515.56,30.9
06-05-2024,Clothing,Supplier C,Warehouse 1,Fulfilled,743,3268,1669.711627,TRUE,10,FALSE,99245.9873,2018.5,9347,SKU43,0.372304768,Route A,Sea,26.27736596,Mumbai,1448.76,1116.98,97.1
05-05-2024,Clothing,Supplier B,Warehouse 1,Fulfilled,365,769,1038.143139,TRUE,19,FALSE,64325.26415,2595,5729,SKU40,4.213269431,Route A,Rail,88.1794071,Kolkata,3454.68,2820.95,182.97
04-05-2024,Accessories,Supplier C,Warehouse 1,Fulfilled,947,4421,8043.363427,TRUE,29,FALSE,168113.3059,3841,5742,SKU53,1.410347576,Route B,Sea,83.34405899,Delhi,1783.54,875.01,107.25
03-05-2024,Electronics,Supplier A,Warehouse 3,Fulfilled,705,3261,2519.883911,TRUE,10,FALSE,44338.71883,2995.5,7585,SKU45,3.219604612,Route A,Air,66.31254444,Chennai,3647.01,2984.38,212.91
02-05-2024,Electronics,Supplier B,Warehouse 1,Canceled,866,2730,12740.69549,TRUE,29,FALSE,61425.86691,2955.5,6623,SKU62,1.874001404,Route C,Air,21.04864273,Mumbai,642.21,262.05,44.56
01-05-2024,Accessories,Supplier D,Warehouse 2,Fulfilled,231,3181,2178.520671,TRUE,10,FALSE,16743.80146,3227.5,6692,SKU59,0.447194015,Route A,Road,1.900762244,Kolkata,1786.32,1458.06,33.56
30-04-2024,Electronics,Supplier A,Warehouse 2,Fulfilled,930,3274,2443.360968,TRUE,16,FALSE,136680.7057,2969.5,7071,SKU73,4.620546065,Route A,Road,46.8702388,Chennai,1464.56,1213.19,7.41
29-04-2024,Furniture,Supplier D,Warehouse 2,Pending,844,2665,9544.284028,TRUE,10,FALSE,42146.0735,2262,5851,SKU51,1.772951172,Route A,Road,14.19032834,Bangalore,535.99,217.3,26.74
28-04-2024,Electronics,Supplier C,Warehouse 2,Fulfilled,539,1859,13535.84775,TRUE,27,FALSE,59513.31265,1581,7427,SKU12,2.161253748,Route B,Sea,32.32128621,Kolkata,378.62,281.45,11.94
27-04-2024,Electronics,Supplier A,Warehouse 1,Canceled,244,1303,9679.734334,TRUE,22,FALSE,35633.42782,2523.5,5729,SKU10,1.727313928,Route B,Rail,96.52735279,Kolkata,3589.43,3002.88,51.27
26-04-2024,Clothing,Supplier A,Warehouse 1,Fulfilled,61,3744,2263.276261,TRUE,29,TRUE,11941.86057,2230,8910,SKU46,3.648610593,Route B,Air,77.32235321,Chennai,1272.89,1028.06,24.13
25-04-2024,Accessories,Supplier B,Warehouse 3,Fulfilled,244,716,956.9391247,TRUE,9,FALSE,44005.11102,1371,7739,SKU43,0.372304768,Route A,Road,26.27736596,Mumbai,650.49,544.34,19.44
24-04-2024,Clothing,Supplier D,Warehouse 1,Fulfilled,542,2026,11259.32555,TRUE,29,FALSE,98375.05881,2620,6368,SKU82,4.137877049,Route C,Road,4.465278435,Mumbai,1642.25,1063.59,16.86
23-04-2024,Clothing,Supplier C,Warehouse 1,Fulfilled,380,3214,9926.64174,TRUE,4,FALSE,54175.51191,2977.5,8897,SKU66,3.448063288,Route A,Sea,42.08443674,Kolkata,5586,2430.86,51.77
22-04-2024,Furniture,Supplier D,Warehouse 3,Fulfilled,220,2741,14713.78751,TRUE,27,FALSE,38107.81246,2460,7788,SKU57,2.51117483,Route A,Road,67.77962299,Delhi,184.8,144.59,13.62
21-04-2024,Furniture,Supplier B,Warehouse 3,Fulfilled,867,2179,6415.098366,TRUE,5,FALSE,96185.64413,2420.5,7524,SKU71,2.078750608,Route A,Rail,30.66167748,Bangalore,404.79,273.73,11.5
20-04-2024,Electronics,Supplier B,Warehouse 3,Pending,345,2662,12943.01441,TRUE,22,FALSE,36589.82487,3248,5035,SKU34,0.646604559,Route B,Air,10.75427282,Chennai,718.46,486.13,56.52
19-04-2024,Electronics,Supplier D,Warehouse 3,Fulfilled,459,3834,14970.67311,TRUE,20,FALSE,69356.51143,3331,8326,SKU34,0.646604559,Route B,Rail,10.75427282,Chennai,7794.54,4581.35,602.73
